Title,Price,Link,Image,Description,ReviewAuthor,ReviewRating,ReviewTitle,ReviewBody,ReviewDate
"PC Portable HP Omnibook 3 14-ha0015nf - Windows 11 - 14' FHD IPS - Ryzen AI 5 340 - RAM 16Go - Stockage 512Go SSD - AZERTY","749,99 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/pc-portable-hp-omnibook-3-14-ha0015nf-windows-11/f-10709-hp14ha0015nf.html?idOffre=4207593685&sw=9d945c9aae30b0f688d82ee2684156cee4bc72baab1909462a2093135adb623c8b31e4379c9cc3f52ce3d5e76d23511d4259de5fbfad25621b7099c7399746dd7f88abb845400480b6ff3719a5931a0c23cbf36cbea51a7f8562e49d34446e5c71768e598e98e22e76bc8b0a74f9bef6989e92c4441e555dfd0bd56b5d6c1ce8#mpos=2|cd","https://www.cdiscount.com/pdt2/5/n/f/1/300x300/hp14ha0015nf/rw/pc-portable-hp-omnibook-3-14-ha0015nf-windows-11.jpg","PC Portable HP Omnibook 3 14-ha0015nf - Windows 11 - 14' FHD IPS - Ryzen AI 5 340 - RAM 16Go - Stockage 512Go SSD - AZERTY Ultraportable et performant pour vos besoins quotidiens Découvrez le PC Portable HP Omnibook 3 14-ha0015nf, un compagnon idéal pour un usage ultraportable. Équipé de Windows 11, d'un écran 14' FHD IPS et d'un processeur AMD Ryzen AI 5 340, il offre une performance fluide avec ses 16 Go de RAM et un stockage rapide de 512 Go SSD. + produit Écran tactile FHD Profitez d'une expérience visuelle immersive avec l'écran tactile FHD de 14 pouces. Idéal pour le travail et le divertissement. Performance optimisée Le processeur AMD Ryzen AI 5 340 et 16 Go de RAM garantissent une performance fluide pour toutes vos tâches. Connectivité moderne Avec le Wi-Fi 6 et Bluetooth 5.4, restez connecté à haute vitesse et sans interruption. Design élégant Son design argent glacier et sa finition mate apportent une touche d'élégance à votre espace de travail. Caractéristiques Dimensions : 32,37 x 21,5 x 1,79 cm Poids : 1,47 kg Processeur : AMD Ryzen AI 5 340 RAM : 16 Go LPDDR5 Stockage : 512 Go SSD PCIe Gen4 NVMe Écran : 14' FHD IPS, 1920 x 1080 Graphiques : AMD Radeon Graphics Connectivité : Wi-Fi 6, Bluetooth 5.4 Ports : USB Type-C, USB Type-A, HDMI 1.4b Système d'exploitation : Windows 11","Emma","5,0","Excellent pc","Excellent rapport qualité prix Rapide Léger J’en suis ravie","Publié le 24/09/2025, dans le cadre d'un programme d'incitation au dépôt d'avis"
"HP - Ordinateur portable-HP ProBook - 320Go - Intel Core i5-3210M 2,5GHz / 3,1GHz Turbo - 8Go (8192Mo)","199,00 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/ordinateur-portable-hp-probook-6470b-8goram-3/f-10709-hp3700868444080.html?idOffre=1833968338&sw=9d945c9aae30b0f688d82ee2684156cee4bc72baab1909462a2093135adb623c8b59814c4b2a99cb9a64ab7773fdf27abb7536ed7121f989cf5446e431ea4f40383f18f0a09a98038cec1b5b1a3010ea0d624fa4d880d1e54fd6736158719c65d34666a8c940368ca20087b1d9cdfcc28cf7c24518c63395391cfcf702857b36#mpos=3|mp","https://www.cdiscount.com/pdt2/0/8/0/1/300x300/hp3700868444080/rw/ordinateur-portable-hp-probook-6470b-8goram-3.jpg","Ordinateur portable HP ProBook 6470b Marron - 14' - 1366 x 768 pixels (HD)| Processeur : Intel Core i5-3210M 2,5GHz / 3,1GHz Turbo | Mémoire vive : 8Go (8192Mo) DDR3 | Stockage : 320Go | Intel HD Graphics 4000 (intégré au processeur) | Système d'exploitation : Windows 10 Famille 64bits","crinblan • publié le","5,0","Bon produit","Ce produit est très bien. Je m'en sert tout les jours.","23/01/2025"
"HP - Ordinateur portable-HP ProBook - 320Go - Intel Core i5-3210M 2,5GHz / 3,1GHz Turbo - 8Go (8192Mo)","199,00 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/ordinateur-portable-hp-probook-6470b-8goram-3/f-10709-hp3700868444080.html?idOffre=1833968338&sw=9d945c9aae30b0f688d82ee2684156cee4bc72baab1909462a2093135adb623c8b59814c4b2a99cb9a64ab7773fdf27abb7536ed7121f989cf5446e431ea4f40383f18f0a09a98038cec1b5b1a3010ea0d624fa4d880d1e54fd6736158719c65d34666a8c940368ca20087b1d9cdfcc28cf7c24518c63395391cfcf702857b36#mpos=3|mp","https://www.cdiscount.com/pdt2/0/8/0/1/300x300/hp3700868444080/rw/ordinateur-portable-hp-probook-6470b-8goram-3.jpg","Ordinateur portable HP ProBook 6470b Marron - 14' - 1366 x 768 pixels (HD)| Processeur : Intel Core i5-3210M 2,5GHz / 3,1GHz Turbo | Mémoire vive : 8Go (8192Mo) DDR3 | Stockage : 320Go | Intel HD Graphics 4000 (intégré au processeur) | Système d'exploitation : Windows 10 Famille 64bits","Aym1985 • publié le","5,0","Parfait","Super ordi, tout nikel, super companie et livraison ultra rapide. Merci l'équipe","20/10/2021"
"Dell Latitude 5480 Ordinateur Portable 14' Full HD Noir (Intel Core i5, 16Go de RAM, 512Go SSD, Intel HD, Windows 10 Pro)","284,00 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/dell-latitude-5480-ordinateur-portable-14-full-hd/f-1070992-del5397184450185.html#mpos=4|mp","https://www.cdiscount.com/pdt2/1/8/5/1/300x300/del5397184450185/rw/dell-latitude-5480-ordinateur-portable-14-full-hd.jpg","Processeur: Intel® Core™ i5-6300U 2,40GHz 3 Mo de cache, jusqu'à 3 GHzMémoire Interne: 16 Go DDR4-SDRAMStockage: SSD 512 GoAffichage : 14' 1920x1080 pixels, 16: 9Wifi - Bluetooth - Camera - HDMI - VGA - 1 x USB type C - 2 x USB 3.0 - Ethernet - Combo casque / microphone PortSystème d'exploitation : Windows 10 Pro 64 Bits","Karboviac • publié le","5,0","Pc petit prix","Pour le prix je suis surpris de sa vitesse et de sa qualité, je recommande vivement ce matériel...","30/07/2025"
"Dell Latitude 5480 Ordinateur Portable 14' Full HD Noir (Intel Core i5, 16Go de RAM, 512Go SSD, Intel HD, Windows 10 Pro)","284,00 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/dell-latitude-5480-ordinateur-portable-14-full-hd/f-1070992-del5397184450185.html#mpos=4|mp","https://www.cdiscount.com/pdt2/1/8/5/1/300x300/del5397184450185/rw/dell-latitude-5480-ordinateur-portable-14-full-hd.jpg","Processeur: Intel® Core™ i5-6300U 2,40GHz 3 Mo de cache, jusqu'à 3 GHzMémoire Interne: 16 Go DDR4-SDRAMStockage: SSD 512 GoAffichage : 14' 1920x1080 pixels, 16: 9Wifi - Bluetooth - Camera - HDMI - VGA - 1 x USB type C - 2 x USB 3.0 - Ethernet - Combo casque / microphone PortSystème d'exploitation : Windows 10 Pro 64 Bits","Vitoria19","5,0","très bon rapport qualité prix","Très bien. Je ne me suis pas encore habituée eu clavier qui n'est pas le meuilleur je trouve. peut être c'est le manque d'habitude, mais certaines touches sont un peu moins sensibles et je n'ai pas encore cherché à ajuster les paramètres. Il est rapide, fonctionel, leger. je recommande pour la vie pratique. très d'accord avec la description.","12/12/2024"
"Dell Latitude 5480 Ordinateur Portable 14' Full HD Noir (Intel Core i5, 16Go de RAM, 512Go SSD, Intel HD, Windows 10 Pro)","284,00 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/dell-latitude-5480-ordinateur-portable-14-full-hd/f-1070992-del5397184450185.html#mpos=4|mp","https://www.cdiscount.com/pdt2/1/8/5/1/300x300/del5397184450185/rw/dell-latitude-5480-ordinateur-portable-14-full-hd.jpg","Processeur: Intel® Core™ i5-6300U 2,40GHz 3 Mo de cache, jusqu'à 3 GHzMémoire Interne: 16 Go DDR4-SDRAMStockage: SSD 512 GoAffichage : 14' 1920x1080 pixels, 16: 9Wifi - Bluetooth - Camera - HDMI - VGA - 1 x USB type C - 2 x USB 3.0 - Ethernet - Combo casque / microphone PortSystème d'exploitation : Windows 10 Pro 64 Bits","aealize • publié le","5,0","Super achat","l'ordi fonctionne très bien, RAS le descriptif correspond au produit","16/10/2024"
"Ordinateur portable - Dell Latitude 5310 - 16Go - 256Go SSD - W11","289,00 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/dell-latitude-5310-16go-25/f-10709-del3663369291204.html#mpos=5|mp","https://www.cdiscount.com/pdt2/2/0/4/1/300x300/del3663369291204/rw/dell-latitude-5310-16go-25.jpg","Ordinateur portable Dell Latitude 5310 Gris - 13,3' - 1366 x 768 pixels (HD)| Processeur : Intel Core i5-10310U 1.70GHz | Mémoire vive : 16Go (16384Mo) DDR4 | Stockage : | Intel HD Graphics (intégré au processeur) | Système d'exploitation : Windows 11 Famille 64bits","Marjo • publié le","5,0","Problème résolu","J'ai réinitialiser entièrement l'ordinateur et j'ai pu me connecter.","16/09/2025"
"PC Portable HP 14-ep0058nf - Windows 11 - 14' FHD - Core i5-1334U - RAM 16Go - Stockage 512Go SSD - AZERTY","579,99 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/pc-portable-hp-14-ep0058nf-windows-11-14-fhd/f-10709-hp14ep0058nf.html?idOffre=4246092914&sw=9d945c9aae30b0f688d82ee2684156cee4bc72baab1909462a2093135adb623c8b31e4379c9cc3f52ce3d5e76d23511d4259de5fbfad25621b7099c7399746dd7f88abb845400480b6ff3719a5931a0c58a5b9a96f80da042e13ac013c45a35ec49b0a8c3c8b433480d85db721a9e8ef62123925d530335b3e115f259cb61328#mpos=6|cd","https://www.cdiscount.com/pdt2/8/n/f/1/300x300/hp14ep0058nf/rw/pc-portable-hp-14-ep0058nf-windows-11-14-fhd.jpg","PC Portable HP 14-ep0058nf - Windows 11 - 14' FHD - Intel Core i5-1334U - RAM 16Go - Stockage 512Go SSD - Intel Iris Xe - AZERTY","DameTartine • publié le","5,0","Parfait pour mon usage","Correspond à mes souhaits dans tous les domaines avec un prix correct pour le niveau",""
"PC Portable HP 14-ep0058nf - Windows 11 - 14' FHD - Core i5-1334U - RAM 16Go - Stockage 512Go SSD - AZERTY","579,99 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/pc-portable-hp-14-ep0058nf-windows-11-14-fhd/f-10709-hp14ep0058nf.html?idOffre=4246092914&sw=9d945c9aae30b0f688d82ee2684156cee4bc72baab1909462a2093135adb623c8b31e4379c9cc3f52ce3d5e76d23511d4259de5fbfad25621b7099c7399746dd7f88abb845400480b6ff3719a5931a0c58a5b9a96f80da042e13ac013c45a35ec49b0a8c3c8b433480d85db721a9e8ef62123925d530335b3e115f259cb61328#mpos=6|cd","https://www.cdiscount.com/pdt2/8/n/f/1/300x300/hp14ep0058nf/rw/pc-portable-hp-14-ep0058nf-windows-11-14-fhd.jpg","PC Portable HP 14-ep0058nf - Windows 11 - 14' FHD - Intel Core i5-1334U - RAM 16Go - Stockage 512Go SSD - Intel Iris Xe - AZERTY","bloccbuzz • publié le","4,0","Bon produit..","Mon épouse est ravie.",""
"PC Portable HP 14-ep0058nf - Windows 11 - 14' FHD - Core i5-1334U - RAM 16Go - Stockage 512Go SSD - AZERTY","579,99 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/pc-portable-hp-14-ep0058nf-windows-11-14-fhd/f-10709-hp14ep0058nf.html?idOffre=4246092914&sw=9d945c9aae30b0f688d82ee2684156cee4bc72baab1909462a2093135adb623c8b31e4379c9cc3f52ce3d5e76d23511d4259de5fbfad25621b7099c7399746dd7f88abb845400480b6ff3719a5931a0c58a5b9a96f80da042e13ac013c45a35ec49b0a8c3c8b433480d85db721a9e8ef62123925d530335b3e115f259cb61328#mpos=6|cd","https://www.cdiscount.com/pdt2/8/n/f/1/300x300/hp14ep0058nf/rw/pc-portable-hp-14-ep0058nf-windows-11-14-fhd.jpg","PC Portable HP 14-ep0058nf - Windows 11 - 14' FHD - Intel Core i5-1334U - RAM 16Go - Stockage 512Go SSD - Intel Iris Xe - AZERTY","Lulou","4,0","Bon pc familial","Bonne machine de travail et pour la famille, il remplira parfaitement son rôle. Pas conçu pour le jeu",""
"APPLE MacBook Air 13' 2020 i3 - 1,1 Ghz - 8 Go RAM - 256 Go SSD - Or- Reconditionné - Très bon état","440,00 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/apple-macbook-air-13-2020-i3-1-1-ghz-8-go-ram/f-10709-macbok0252tbe.html#mpos=7|mp","https://www.cdiscount.com/pdt2/t/b/e/1/300x300/macbok0252tbe/rw/apple-macbook-air-13-2020-i3-1-1-ghz-8-go-ram.jpg","MacBook Air 13 pouces - 2020 Caractéristiques Processeur : Intel Core i3 Fréquence : 1,1 Ghz Stockage : 256 Go SSD RAM : 8 Go Ecran : Retina Carte Graphique : Intel Iris Plus Graphics Clavier : AZERTY FR Couleur : Or Poids : 1,27 kg Trackpad : Force Touch MacBook Air : allier design et légèreté ... Incroyablement fin et léger, le MacBook Air monte encore en gamme. Il intègre désormais un superbe écran Retina, un nouveau Magic Keyboard, Touch ID, des processeurs jusqu’à deux fois plus performants, des graphismes plus rapides et une capacité de stockage multipliée par deux. Son boîtier au design épuré est constitué d’aluminium 100 % recyclé, ce qui en fait le Mac le plus respectueux de l’environnement jamais créé. Et avec son autonomie d’une journée, notre Mac le plus apprécié vous permet de tout faire, partout. Le processeur Intel Core i3 L'essentiel d'Intel à petit prix Un écran Retina amélioré, plus de couleurs, plus de pixels Une grande ouverture des pixels et un taux de rafraîchissement variable le rendent efficace sur le plan énergétique. Et il prend en charge une large gamme de couleurs pour livrer des verts et des rouges plus éclatants qu’avec l’espace sRGB. Plus fidèles, les images foisonnent de détails d’un réalisme saisissant. Un atout essentiel pour le graphisme, l’étalonnage et le montage. TrackPad Force Touch Le nouveau trackpad Force Touch offre de nouvelles possibilités. Intégrant un clique secondaire, il vous permet encore plus de pouvoirs. Sous sa surface, des capteurs détectent le niveau de pression exercée et vous permet d'intéragir différemment avec votre MacBook d'occasion. Vous bénéficiez aussi d'une sensation de clic réactive et uniforme, quel que soit l'endroit où vous appuyez. C'est votre côté branché. Avec ses 2 ports Thunderbolts 3 et son alimentation USBC, votre MacBook reconditionné vous offre l'environnement minimaliste que vous recherchez.","Sylvie77 • publié le","4,0","Achat Apple MacBook air 13","Bonsoir je viens de déballer état impeccable mais emballage léger déçu de pas avoir une boîte une notice avoir par la suite cadeau destiné pour ma fille pour Noël","08/12/2024"
"APPLE MacBook Air 13' 2020 i3 - 1,1 Ghz - 8 Go RAM - 256 Go SSD - Or- Reconditionné - Très bon état","440,00 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/apple-macbook-air-13-2020-i3-1-1-ghz-8-go-ram/f-10709-macbok0252tbe.html#mpos=7|mp","https://www.cdiscount.com/pdt2/t/b/e/1/300x300/macbok0252tbe/rw/apple-macbook-air-13-2020-i3-1-1-ghz-8-go-ram.jpg","MacBook Air 13 pouces - 2020 Caractéristiques Processeur : Intel Core i3 Fréquence : 1,1 Ghz Stockage : 256 Go SSD RAM : 8 Go Ecran : Retina Carte Graphique : Intel Iris Plus Graphics Clavier : AZERTY FR Couleur : Or Poids : 1,27 kg Trackpad : Force Touch MacBook Air : allier design et légèreté ... Incroyablement fin et léger, le MacBook Air monte encore en gamme. Il intègre désormais un superbe écran Retina, un nouveau Magic Keyboard, Touch ID, des processeurs jusqu’à deux fois plus performants, des graphismes plus rapides et une capacité de stockage multipliée par deux. Son boîtier au design épuré est constitué d’aluminium 100 % recyclé, ce qui en fait le Mac le plus respectueux de l’environnement jamais créé. Et avec son autonomie d’une journée, notre Mac le plus apprécié vous permet de tout faire, partout. Le processeur Intel Core i3 L'essentiel d'Intel à petit prix Un écran Retina amélioré, plus de couleurs, plus de pixels Une grande ouverture des pixels et un taux de rafraîchissement variable le rendent efficace sur le plan énergétique. Et il prend en charge une large gamme de couleurs pour livrer des verts et des rouges plus éclatants qu’avec l’espace sRGB. Plus fidèles, les images foisonnent de détails d’un réalisme saisissant. Un atout essentiel pour le graphisme, l’étalonnage et le montage. TrackPad Force Touch Le nouveau trackpad Force Touch offre de nouvelles possibilités. Intégrant un clique secondaire, il vous permet encore plus de pouvoirs. Sous sa surface, des capteurs détectent le niveau de pression exercée et vous permet d'intéragir différemment avec votre MacBook d'occasion. Vous bénéficiez aussi d'une sensation de clic réactive et uniforme, quel que soit l'endroit où vous appuyez. C'est votre côté branché. Avec ses 2 ports Thunderbolts 3 et son alimentation USBC, votre MacBook reconditionné vous offre l'environnement minimaliste que vous recherchez.","Rico62 • publié le","4,0","Tres Bon produit","Très utile et nécessaire pour les études de ma fille. Mais nous avons du changer le chargeur car le premier n'a pas tenu le choc. Heureusement, le vendeur nous en a envoyé un gratuitement.","22/04/2024"
"APPLE MacBook Air 13' 2018 i5 - 1,6 Ghz - 8 Go RAM - 128 Go SSD - Or- Reconditionné - Très bon état","499,99 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/apple-macbook-air-13-2018-i5-1-6-ghz-8-go-ram/f-10709-macbok0323tbe.html#mpos=8|mp","https://www.cdiscount.com/pdt2/t/b/e/1/300x300/macbok0323tbe/rw/apple-macbook-air-13-2018-i5-1-6-ghz-8-go-ram.jpg","MacBook Air 13 pouces - 2018 Caractéristiques Processeur : Intel Core i5 Fréquence : 1,6 Ghz Stockage : 128 Go SSD RAM : 8 Go Ecran : Retina Carte Graphique : Intel UHD Graphics 617 Clavier : AZERTY FR Couleur : Or Poids : 1,25 kg Trackpad : Force Touch MacBook Air : allier design et légèreté ... En plus d'être ultra-fin, ultra portable et ultra différent de tout le reste, votre MacBook Air est d'occasion et reconditionné ! Particulièrement utile pour les voyages ou les étudiants, il permet d'embarquer toute la technologie Mac avec soi pour une taille et un poids des plus minimaux. C'est le résultat d'une multitude d'innovations et d'une révolution dans le design. Le MacBook Air a été façonné avec une coque unibody, qui englobe à la fois le boitier et le cadre de l'écran. La conception unibody permet un design de haute précision, plus simple et épuré. Et cela se voit : votre ordinateur portable est exceptionnellement fin et léger, tout en étant assez robuste pour résister aux aléas de la vie de tous les jours, année après année. Le processeur Intel Core i5 Le processeur Intel Core i5 accélère les performances jusqu'à 50 % par rapport à la génération précédente. Le processeur Intel Core i5 bénéficie également de la fonction Turbo Boost. Lorsque vous utilisez une application qui sollicite fortement le processeur, comme Aperture 3 ou Final Cut Pro, et qui bénéficierait d'un gain de performances, Turbo Boost augmente automatiquement la vitesse d'un ou deux coeurs. Un écran Retina amélioré, plus de couleurs, plus de pixels Une grande ouverture des pixels et un taux de rafraîchissement variable le rendent efficace sur le plan énergétique. Et il prend en charge une large gamme de couleurs pour livrer des verts et des rouges plus éclatants qu’avec l’espace sRGB. Plus fidèles, les images foisonnent de détails d’un réalisme saisissant. Un atout essentiel pour le graphisme, l’étalonnage et le montage. Trackpad Force-touch et clavier rétroéclairé Sous OS X, le Force‑Touch joue un rôle essentiel dans votre interaction avec le MacBook Air. En quelques gestes réalistes et intuitifs, le trackpad Force Touch vous permet d’effectuer un clic forcé en appuyant sur le trackpad, puis en appliquant davantage de pression. Cette fonction peut être utilisée avec de nombreuses apps et programmes sur votre Mac et vous permet d’accéder à des options supplémentaires. Le grand trackpad Force‑Touch en verre rend agréable chaque toucher, pincement, balayage ou clic. Fin et léger, le MacBook Air est conçu pour être à l’aise partout, même dans les endroits les moins éclairés. Un capteur intégré détecte les variations de lumière ambiante et ajuste automatiquement la luminosité du clavier et de l’écran. Pour que vous ne soyez jamais dans le noir.. C'est votre côté branché. Avec ses 2 ports Thunderbolts 3 et son alimentation USBC, votre MacBook reconditionné vous offre l'environnement minimaliste que vous recherchez.","Kate1995 • publié le","5,0","Juste parfait!","Un très beau ordinateur, très fonctionnel en parfait état! J’adore!","18/03/2022"
"PC Portable HP 14-ep0058nf - Windows 11 - 14' FHD - Core i5-1334U - RAM 16Go - Stockage 512Go SSD - AZERTY","579,99 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/pc-portable-hp-14-ep0058nf-windows-11-14-fhd/f-10709-hp14ep0058nf.html#mpos=9|cd","https://www.cdiscount.com/pdt2/8/n/f/1/300x300/hp14ep0058nf/rw/pc-portable-hp-14-ep0058nf-windows-11-14-fhd.jpg","PC Portable HP 14-ep0058nf - Windows 11 - 14' FHD - Intel Core i5-1334U - RAM 16Go - Stockage 512Go SSD - Intel Iris Xe - AZERTY","DameTartine • publié le","5,0","Parfait pour mon usage","Correspond à mes souhaits dans tous les domaines avec un prix correct pour le niveau",""
"PC Portable HP 14-ep0058nf - Windows 11 - 14' FHD - Core i5-1334U - RAM 16Go - Stockage 512Go SSD - AZERTY","579,99 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/pc-portable-hp-14-ep0058nf-windows-11-14-fhd/f-10709-hp14ep0058nf.html#mpos=9|cd","https://www.cdiscount.com/pdt2/8/n/f/1/300x300/hp14ep0058nf/rw/pc-portable-hp-14-ep0058nf-windows-11-14-fhd.jpg","PC Portable HP 14-ep0058nf - Windows 11 - 14' FHD - Intel Core i5-1334U - RAM 16Go - Stockage 512Go SSD - Intel Iris Xe - AZERTY","bloccbuzz • publié le","4,0","Bon produit..","Mon épouse est ravie.",""
"PC Portable HP 14-ep0058nf - Windows 11 - 14' FHD - Core i5-1334U - RAM 16Go - Stockage 512Go SSD - AZERTY","579,99 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/pc-portable-hp-14-ep0058nf-windows-11-14-fhd/f-10709-hp14ep0058nf.html#mpos=9|cd","https://www.cdiscount.com/pdt2/8/n/f/1/300x300/hp14ep0058nf/rw/pc-portable-hp-14-ep0058nf-windows-11-14-fhd.jpg","PC Portable HP 14-ep0058nf - Windows 11 - 14' FHD - Intel Core i5-1334U - RAM 16Go - Stockage 512Go SSD - Intel Iris Xe - AZERTY","Lulou","4,0","Bon pc familial","Bonne machine de travail et pour la famille, il remplira parfaitement son rôle. Pas conçu pour le jeu",""
"Lenovo ThinkPad T430 3rd Gen 14-inch Laptop (Black) - (Intel i5-3320M CPU, 8 GB RAM, 320 GB HDD, Windows 10 Pro) [Fiche Royaume-Un","249,00 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/lenovo-thinkpad-t430-3rd-gen-14-inch-laptop-black/f-1070992-len5060499712360.html?idOffre=1778281380&sw=9d945c9aae30b0f688d82ee2684156cee4bc72baab1909462a2093135adb623cbb0874582a9b02bc45c6ac10c4a8a52621bbc8edf995459f3d65e27034a3637bcd58ff745775719dd5cba43896dd766af3b2a76d3f121fe082e972e46474209e479e12456e9a1a9a104e815b915698000509e8e4322f9dd3fb753bdb979d1324#mpos=10|mp","https://www.cdiscount.com/pdt2/3/6/0/1/300x300/len5060499712360/rw/lenovo-thinkpad-t430-3rd-gen-14-inch-laptop-black.jpg","Lenovo ThinkPad T430 3rd Gen 14-inch Laptop (Black) - (Intel i5-3320M CPU, 8 GB RAM, 320 GB HDD, Windows 10 Pro) [Fiche Royaume-Uni] (Reconditionn�)","","","","",""
"Ordinateurs portables Lenovo ThinkPad T450 Core i5 5300U 14' HD+ 8Go RAM 180Go SSD Windows 10 Home QWERTY (UK) Reconditi 143932","269,00 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/ordinateurs-portables-lenovo-thinkpad-t450-core-i5/f-1070992-auc5503195897516.html?idOffre=2583722432&sw=9d945c9aae30b0f688d82ee2684156cee4bc72baab1909462a2093135adb623cbb0874582a9b02bc45c6ac10c4a8a52621bbc8edf995459f3d65e27034a3637bcd58ff745775719dd5cba43896dd766a683fed940a585a0e2aa4aef6e9be38355f68dc50ebcba5c58f39cedf70f7424f8480a583f53a8bda1ffa3d380c337960#mpos=11|mp","https://www.cdiscount.com/pdt2/5/1/6/1/300x300/auc5503195897516/rw/ordinateurs-portables-lenovo-thinkpad-t450-core-i5.jpg","Green Laptop est une entreprise française spécialisée dans les ordinateurs portables professionnels reconditionnés et les ordinateurs de bureau Intel NUC. Green Laptop vous propose ce très bel ordinateur portable professionnel ultra-portable équipé d'un écran 14 pouces haute résolution (HD+) et d'un SSD ultra rapide !","","","","",""
"APPLE MacBook Pro Touch Bar 13' 2016 i5 - 2,9 Ghz - 8 Go RAM - 256 Go SSD - Gris Sidéral- Reconditionné - Etat correct","277,10 €","https://www.cdiscount.com/informatique/ordinateurs-pc-portables/apple-macbook-pro-touch-bar-13-2016-i5-2-9-ghz/f-1070992-macbok0535ec.html#mpos=12|mp","https://www.cdiscount.com/pdt2/5/e/c/1/300x300/macbok0535ec/rw/apple-macbook-pro-touch-bar-13-2016-i5-2-9-ghz.jpg","MacBook Pro Touch Bar 13 pouces - 2016 Caractéristiques Processeur : Intel Core i5 Fréquence : 2,9 Ghz Stockage : 256 Go SSD RAM : 8 Go Ecran : Retina Carte Graphique : Intel Iris Graphics 550 Clavier : AZERTY FR Couleur : Gris Sidéral Poids : 1,37 kg Trackpad : Force Touch Macbook Pro Touch Bar: libérez votre créativité Avec le MacBook Pro, l’ordinateur portable atteint des sommets inédits en matière de performances et de portabilité. Quelles que soient les contrées où vous mènera votre imagination, vous parviendrez plus vite que jamais à vos objectifs grâce, entre autres, à des processeurs et à une mémoire hautes performances, à des graphismes avancés et à un système de stockage d’une rapidité fulgurante. Le tout, dans un design compact ultra-léger. Le processeur Intel Core i5 Le processeur Intel Core i5 accélère les performances jusqu'à 50 % par rapport à la génération précédente. Le processeur Intel Core i5 bénéficie également de la fonction Turbo Boost. Lorsque vous utilisez une application qui sollicite fortement le processeur, comme Aperture 3 ou Final Cut Pro, et qui bénéficierait d'un gain de performances, Turbo Boost augmente automatiquement la vitesse d'un ou deux coeurs. Un écran Retina amélioré, plus de couleurs, plus de pixels Une grande ouverture des pixels et un taux de rafraîchissement variable le rendent efficace sur le plan énergétique. Et il prend en charge une large gamme de couleurs pour livrer des verts et des rouges plus éclatants qu’avec l’espace sRGB. Plus fidèles, les images foisonnent de détails d’un réalisme saisissant. Un atout essentiel pour le graphisme, l’étalonnage et le montage. TrackPad Force Touch Le nouveau trackpad Force Touch offre de nouvelles possibilités. Intégrant un clique secondaire, il vous permet encore plus de pouvoirs. Sous sa surface, des capteurs détectent le niveau de pression exercée et vous permet d'intéragir différemment avec votre MacBook d'occasion. Vous bénéficiez aussi d'une sensation de clic réactive et uniforme, quel que soit l'endroit où vous appuyez. C'est votre côté branché. Avec ses 4 ports Thunderbolts 3 et son alimentation USBC, votre MacBook reconditionné vous offre l'environnement minimaliste que vous recherchez.","Klahitom • publié le","4,0","Bon achat","L’article est de bonne qualité design comme performance. Je recommande","03/11/2024"
