Title,Price,Link,Image,Description,ReviewAuthor,ReviewRating,ReviewTitle,ReviewBody,ReviewDate
"APPLE iPhone 13 128 Go Midnight (2021)- Reconditionné - Excellent état","279,00 €","https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-128-go-midnight-2021-reconditi/f-14404-rcdapp0032098exe.html#mpos=3|mp","https://www.cdiscount.com/pdt2/e/x/e/1/400x400/rcdapp0032098exe/rw/apple-iphone-13-128-go-midnight-2021-reconditi.jpg","APPLE iPhone 13 128 Go Midnight","mamie • publié le","5,0","Apple 13","C est un cadeau de Noël donc mise en route pas effectuer Sinon la livraison et le Apple tout va bien","19/12/2025"
"APPLE iPhone 13 128 Go Midnight (2021)- Reconditionné - Excellent état","279,00 €","https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-128-go-midnight-2021-reconditi/f-14404-rcdapp0032098exe.html#mpos=3|mp","https://www.cdiscount.com/pdt2/e/x/e/1/400x400/rcdapp0032098exe/rw/apple-iphone-13-128-go-midnight-2021-reconditi.jpg","APPLE iPhone 13 128 Go Midnight","Mag04100 • publié le","5,0","Bon produit","Fonctionne parfaitement.","19/12/2025"
"APPLE iPhone 13 128 Go Midnight (2021)- Reconditionné - Excellent état","279,00 €","https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-128-go-midnight-2021-reconditi/f-14404-rcdapp0032098exe.html#mpos=3|mp","https://www.cdiscount.com/pdt2/e/x/e/1/400x400/rcdapp0032098exe/rw/apple-iphone-13-128-go-midnight-2021-reconditi.jpg","APPLE iPhone 13 128 Go Midnight","Damian • publié le","5,0","iPhone 13","Je l’ai reçu après 2 jours seulement et la qualité est excellente!","18/12/2025"
"APPLE iPhone 13 128 Go Midnight (2021)- Reconditionné - Excellent état","279,00 €","https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-128-go-midnight-2021-reconditi/f-14404-rcdapp0032098exe.html#mpos=3|mp","https://www.cdiscount.com/pdt2/e/x/e/1/400x400/rcdapp0032098exe/rw/apple-iphone-13-128-go-midnight-2021-reconditi.jpg","APPLE iPhone 13 128 Go Midnight","Mohamed • publié le","5,0","Très bon téléphone","Mon fils est très satisfait du téléphone qui est en excellente état avec une batterie maximale de 100 avec 0 bug je recommande","15/12/2025"
"APPLE iPhone 13 128 Go Midnight (2021)- Reconditionné - Excellent état","279,00 €","https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-128-go-midnight-2021-reconditi/f-14404-rcdapp0032098exe.html#mpos=3|mp","https://www.cdiscount.com/pdt2/e/x/e/1/400x400/rcdapp0032098exe/rw/apple-iphone-13-128-go-midnight-2021-reconditi.jpg","APPLE iPhone 13 128 Go Midnight","Amir • publié le","1,0","Nul j'aime pas très léger c pa bon qualité","C pa bon qualité très léger C dernier fois qui je achète quelque chose chez vous","12/12/2025"
"APPLE iPhone 14 128GB Purple- Reconditionné - Excellent état","312,81 €","https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-14-128gb-purple-reconditionne-exc/f-14404-rcdapp0087918exe.html#mpos=4|mp","https://www.cdiscount.com/pdt2/e/x/e/1/400x400/rcdapp0087918exe/rw/apple-iphone-14-128gb-purple-reconditionne-exc.jpg","APPLE iPhone 14 128GB Purple","cssqscsx • publié le","2,0","bof","l'article est bien malgré que la batterie baisse anormalement vite et que la livraison et était extrêmement longue","22/12/2025"
"APPLE iPhone 14 128GB Purple- Reconditionné - Excellent état","312,81 €","https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-14-128gb-purple-reconditionne-exc/f-14404-rcdapp0087918exe.html#mpos=4|mp","https://www.cdiscount.com/pdt2/e/x/e/1/400x400/rcdapp0087918exe/rw/apple-iphone-14-128gb-purple-reconditionne-exc.jpg","APPLE iPhone 14 128GB Purple","Laurent • publié le","5,0","I phone 14","Très bon produit! Reçu en couleur blanche!","22/12/2025"
"APPLE iPhone 14 128GB Purple- Reconditionné - Excellent état","312,81 €","https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-14-128gb-purple-reconditionne-exc/f-14404-rcdapp0087918exe.html#mpos=4|mp","https://www.cdiscount.com/pdt2/e/x/e/1/400x400/rcdapp0087918exe/rw/apple-iphone-14-128gb-purple-reconditionne-exc.jpg","APPLE iPhone 14 128GB Purple","Mbkm • publié le","5,0","Très bon","Très bon téléphone , qualité et prix rien à dire","21/12/2025"
"APPLE iPhone 14 128GB Purple- Reconditionné - Excellent état","312,81 €","https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-14-128gb-purple-reconditionne-exc/f-14404-rcdapp0087918exe.html#mpos=4|mp","https://www.cdiscount.com/pdt2/e/x/e/1/400x400/rcdapp0087918exe/rw/apple-iphone-14-128gb-purple-reconditionne-exc.jpg","APPLE iPhone 14 128GB Purple","Pascale • publié le","3,0","Batterie","Batterie se décharge très vite c est dommage","21/12/2025"
"APPLE iPhone 14 128GB Purple- Reconditionné - Excellent état","312,81 €","https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-14-128gb-purple-reconditionne-exc/f-14404-rcdapp0087918exe.html#mpos=4|mp","https://www.cdiscount.com/pdt2/e/x/e/1/400x400/rcdapp0087918exe/rw/apple-iphone-14-128gb-purple-reconditionne-exc.jpg","APPLE iPhone 14 128GB Purple","Vivi • publié le","5,0","iPhone","Article correspond a notre attente.","21/12/2025"
"SAMSUNG Galaxy S23 Ultra 256Go Noir","375,00 €","https://www.cdiscount.com/telephonie/telephone-mobile/samsung-galaxy-s23-ultra-256go-noir/f-14404-sam8806094733242.html#mpos=5|mp","https://www.cdiscount.com/pdt2/2/4/2/1/400x400/sam8806094733242/rw/samsung-galaxy-s23-ultra-256go-noir.jpg","SAMSUNG Galaxy S23 Ultra 256Go Noir Des performances d’exception au service de votre créativité Le Galaxy S23 Ultra incarne l’excellence Samsung. Il combine puissance, autonomie, productivité avec son S Pen intégré, et un appareil photo de pointe pour une expérience mobile complète et professionnelle. Un smartphone conçu pour repousser toutes les limites. + produit Un écran ultra immersif Profitez d’un affichage spectaculaire grâce à l’écran 6,8’’ Dynamic AMOLED 2X QHD+. Fluide, lumineux et précis, il est idéal pour la création, le streaming ou le multitâche avancé. Des clichés spectaculaires Grâce à son capteur principal de 200 MP, capturez chaque détail avec une précision inégalée. Téléobjectifs, ultra grand-angle et zoom x100 vous ouvrent un champ de créativité infini. Endurance et productivité Doté d’une batterie de 5000 mAh et du processeur Snapdragon 8 Gen 2, il assure puissance et autonomie. Le S Pen intégré décuple vos possibilités en prise de notes, dessin et contrôle à distance. Caractéristiques Écran : 6,8’’ Dynamic AMOLED 2X – QHD+ – 120 Hz adaptatif Appareil photo : 200 MP + 12 MP + 10 MP + 10 MP Caméra frontale : 12 MP Processeur : Snapdragon 8 Gen 2 – gravure 4 nm Stockage : 256 Go – RAM : 8 Go Batterie : 5000 mAh – charge rapide 45W – charge sans fil S Pen intégré – Bluetooth – Smart Remote Connectivité : 5G, Wi-Fi 6E, Bluetooth 5.3, NFC Coloris : Noir Indice DAS : Conforme à la réglementation européenne","Yannbm • publié le","1,0","Problème d'écran","Comme signalé dans beaucoup de commentaires l'écran n'occupe pas tout le téléphone il y'a énormément de bordure ce qui n'est pas normal","22/12/2025"
"SAMSUNG Galaxy S23 Ultra 256Go Noir","375,00 €","https://www.cdiscount.com/telephonie/telephone-mobile/samsung-galaxy-s23-ultra-256go-noir/f-14404-sam8806094733242.html#mpos=5|mp","https://www.cdiscount.com/pdt2/2/4/2/1/400x400/sam8806094733242/rw/samsung-galaxy-s23-ultra-256go-noir.jpg","SAMSUNG Galaxy S23 Ultra 256Go Noir Des performances d’exception au service de votre créativité Le Galaxy S23 Ultra incarne l’excellence Samsung. Il combine puissance, autonomie, productivité avec son S Pen intégré, et un appareil photo de pointe pour une expérience mobile complète et professionnelle. Un smartphone conçu pour repousser toutes les limites. + produit Un écran ultra immersif Profitez d’un affichage spectaculaire grâce à l’écran 6,8’’ Dynamic AMOLED 2X QHD+. Fluide, lumineux et précis, il est idéal pour la création, le streaming ou le multitâche avancé. Des clichés spectaculaires Grâce à son capteur principal de 200 MP, capturez chaque détail avec une précision inégalée. Téléobjectifs, ultra grand-angle et zoom x100 vous ouvrent un champ de créativité infini. Endurance et productivité Doté d’une batterie de 5000 mAh et du processeur Snapdragon 8 Gen 2, il assure puissance et autonomie. Le S Pen intégré décuple vos possibilités en prise de notes, dessin et contrôle à distance. Caractéristiques Écran : 6,8’’ Dynamic AMOLED 2X – QHD+ – 120 Hz adaptatif Appareil photo : 200 MP + 12 MP + 10 MP + 10 MP Caméra frontale : 12 MP Processeur : Snapdragon 8 Gen 2 – gravure 4 nm Stockage : 256 Go – RAM : 8 Go Batterie : 5000 mAh – charge rapide 45W – charge sans fil S Pen intégré – Bluetooth – Smart Remote Connectivité : 5G, Wi-Fi 6E, Bluetooth 5.3, NFC Coloris : Noir Indice DAS : Conforme à la réglementation européenne","MattBB • publié le","4,0","Conforme à la description sauf...","Le smartphone a été livré rapidement, fonctionne très bien. Petit bémol, il n'a pas la double sim physique, il n'accepte qu'une sim + esim.",""
"SAMSUNG Galaxy S23 Ultra 256Go Noir","375,00 €","https://www.cdiscount.com/telephonie/telephone-mobile/samsung-galaxy-s23-ultra-256go-noir/f-14404-sam8806094733242.html#mpos=5|mp","https://www.cdiscount.com/pdt2/2/4/2/1/400x400/sam8806094733242/rw/samsung-galaxy-s23-ultra-256go-noir.jpg","SAMSUNG Galaxy S23 Ultra 256Go Noir Des performances d’exception au service de votre créativité Le Galaxy S23 Ultra incarne l’excellence Samsung. Il combine puissance, autonomie, productivité avec son S Pen intégré, et un appareil photo de pointe pour une expérience mobile complète et professionnelle. Un smartphone conçu pour repousser toutes les limites. + produit Un écran ultra immersif Profitez d’un affichage spectaculaire grâce à l’écran 6,8’’ Dynamic AMOLED 2X QHD+. Fluide, lumineux et précis, il est idéal pour la création, le streaming ou le multitâche avancé. Des clichés spectaculaires Grâce à son capteur principal de 200 MP, capturez chaque détail avec une précision inégalée. Téléobjectifs, ultra grand-angle et zoom x100 vous ouvrent un champ de créativité infini. Endurance et productivité Doté d’une batterie de 5000 mAh et du processeur Snapdragon 8 Gen 2, il assure puissance et autonomie. Le S Pen intégré décuple vos possibilités en prise de notes, dessin et contrôle à distance. Caractéristiques Écran : 6,8’’ Dynamic AMOLED 2X – QHD+ – 120 Hz adaptatif Appareil photo : 200 MP + 12 MP + 10 MP + 10 MP Caméra frontale : 12 MP Processeur : Snapdragon 8 Gen 2 – gravure 4 nm Stockage : 256 Go – RAM : 8 Go Batterie : 5000 mAh – charge rapide 45W – charge sans fil S Pen intégré – Bluetooth – Smart Remote Connectivité : 5G, Wi-Fi 6E, Bluetooth 5.3, NFC Coloris : Noir Indice DAS : Conforme à la réglementation européenne","Florian • publié le","1,0","Déçu","Au bout de deux mois il bug grave !!! Le tactile atroce Je le renvoie pour un remboursement","22/12/2025"
